,user,text,cleaned_text,Sentiment_Polarity,Expression Label
467,stbworkshops,RT @RErwinSpencer: @RepJeffries Thank you.  Every @HouseDemocrats @SpeakerPelosi @SenSchumer @SenateDems @JoeBiden @KamalaHarris @TomPerez…,rt rerwinspencer repjeffries thank every housedemocrats speakerpelosi senschumer senatedems joebiden kamalaharris tomperez ,0.0,Neutral
468,ShilaNordone,"@hughhewitt Catholic here 👋🏻, voting for @JoeBiden because he will restore our democracy and he values all lives.",hughhewitt catholic voting joebiden restore democracy value life,0.0,Neutral
469,louispatters02,"As someone who aligns with a party that created the KKK, started the confederacy, and also began the legalisation o… https://t.co/Jz0IxHSulH",someone aligns party created kkk started confederacy also began legalisation httpstcojzixhsulh,0.0,Neutral
470,Tribal10_0,"RT @TheLeoTerrell: Good Sunday: @JoeBiden refusal to answer the question about #courtpacking should tell you he plans to ""PACK THE COURT""…",rt theleoterrell good sunday joebiden refusal answer question courtpacking tell plan pack court ,0.7,positive
471,joan42045894,"RT @JoeBiden: Let’s go vote, America.  https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",rt joebiden let go vote america httpstcoeoxtdqb httpstconsopxher,0.0,Neutral
472,BARBARABULL11,"@Muttmere1 @BethRS62 @Goldylions @POTUS @JoeBiden It might be preaching to the choir, but it would be fun and build… https://t.co/y47ocKhu2L",muttmere bethrs goldylions potus joebiden might preaching choir would fun build httpstcoyockhul,0.3,positive
473,minijepnm,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
474,xdDesk,RT @tinfoilmask: @HRHAdeyemiAdams @KamalaHarris @ResistsBob @JoeBiden Just don’t pay or do something to make your life better instead of co…,rt tinfoilmask hrhadeyemiadams kamalaharris resistsbob joebiden pay something make life better instead co ,0.5,positive
475,drspl5,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
476,Origi_123,@RikkeNerli @memereto4 @JoeBiden I meant to say “I don’t think anyone would want to be an American right now”,rikkenerli memereto joebiden meant say think anyone would want american right ,0.14285714285714285,positive
477,DrDebSan,@KamalaHarris @JoeBiden You were disrespectful to the VP‼️,kamalaharris joebiden disrespectful vp ,0.0,Neutral
478,Squirrelgirl510,@smbwalker64 @JoeBiden Good. Because it should be Joe Biden's day. Trump would  try to make it all about HIM.   Tha… https://t.co/mOGe3ka5Fa,smbwalker joebiden good joe bidens day trump would try make tha httpstcomogekafa,0.7,positive
479,JLWard220,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
480,LadyofWolves,"RT @WalshFreedom: I’m a conservative. I believe @realDonaldTrump is unfit. Therefore, I’m voting for the ONLY person who can beat Trump, @J…",rt walshfreedom conservative believe realdonaldtrump unfit therefore voting person beat trump j ,0.0,Neutral
481,whatisaidis,RT @mariashriver: This is good for my mental health knowing that this man @JoeBiden will soon be leading us all forward. He will turn down…,rt mariashriver good mental health knowing man joebiden soon leading u forward turn ,0.3,positive
482,elf51056,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
483,pnhs,@JoeBiden So true Joe.  President Trump understands hard working Americans.  You look down on them and sympathize w… https://t.co/O4AmIDP8mK,joebiden true joe president trump understands hard working american look sympathize w httpstcooamidpmk,0.01944444444444443,positive
484,BellaPelagia,RT @_Jacquelyn2020: My 1st year ever #Voting !!!!! Thrilled to do it for @JoeBiden who else is with me?!!!!!! 🙃🙂🥰🥰 #vote,rt jacquelyn st year ever voting thrilled joebiden else vote,0.6,positive
485,DaTechGuyblog,@AlexEReynolds @guypbenson @POTUS @realDonaldTrump @JoeBiden I didn't say you did I'm trying to establish if your p… https://t.co/rcBBZb2MLL,alexereynolds guypbenson potus realdonaldtrump joebiden didnt say im trying establish p httpstcorcbbzbmll,0.0,Neutral
486,ManuelL21697778,"RT @AC4Congress2020: @JoeBiden For the FIRST TIME in 20 years the Republican Presidential Candidate, Trump, made a stop in our District and…",rt accongress joebiden first time year republican presidential candidate trump made stop district ,0.25,positive
487,Time2learn12,"RT @JoeBiden: Let’s go vote, America.  https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",rt joebiden let go vote america httpstcoeoxtdqb httpstconsopxher,0.0,Neutral
488,will385,RT @RichardGrenell: . @JoeBiden is playing word games. He now says he won’t totally ban fracking - but it’s clear he and @KamalaHarris want…,rt richardgrenell joebiden playing word game say totally ban fracking clear kamalaharris want ,-0.09999999999999999,negative
489,SeeMoreLove2,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX,rt sandralarson joebiden dad soybean field north dakota httpstcodrnxviix,0.0,Neutral
490,ess4meplz,"RT @IngrahamAngle: Joe Biden and his unaccountable “experts” will keep you locked down for most of next year, but you don’t “deserve” to kn…",rt ingrahamangle joe biden unaccountable expert keep locked next year deserve kn ,0.0,Neutral
491,Superking3k,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
492,RichardZwart2,"@JoeBiden Ukraine, China, and Russia have made the Biden family privileged",joebiden ukraine china russia made biden family privileged,0.0,Neutral
493,mbabiarz,@JoeBiden The far-left Washington Post buried the news one of the alleged plotters in the scheme to kidnap Gov. Gre… https://t.co/JZ307gQRXj,joebiden farleft washington post buried news one alleged plotter scheme kidnap gov gre httpstcojzgqrxj,-0.1,negative
494,nami13,HE  IS  CORRECT  &gt; How stupid it is to expect @JoeBiden to decide on such an issue. Although SCOTUS has lost presti… https://t.co/dA7HdtEob5,correct gt stupid expect joebiden decide issue although scotus lost presti httpstcodahdteob,-0.7999999999999999,negative
495,hallgood11,RT @VicToensing: Nasty Democrat  #ChrisWallace criticized a real journalist @brithume for having “controversial view” re @JoeBiden being se…,rt victoensing nasty democrat chriswallace criticized real journalist brithume controversial view joebiden se ,-0.08333333333333333,negative
496,Nancy77035192,RT @the_resistor: @realDonaldTrump @MariaBartiromo #VOTE  for the Man who WEARS a MASK 😷 @JoeBiden,rt theresistor realdonaldtrump mariabartiromo vote man wear mask joebiden,0.0,Neutral
497,DavidMiller0789,"RT @FaithOltman: NEW: @clevelanddotcom's editorial board endorses @JoeBiden for president.   ""Joe Biden is the candidate to lead the nation…",rt faitholtman new clevelanddotcoms editorial board endorses joebiden president joe biden candidate lead nation ,0.13636363636363635,positive
498,DebizzleSizzles,RT @RichardGrenell: . @JoeBiden just left the stage and walked over to people - WITHOUT A MASK.   Where is @Acosta and @kaitlancollins and…,rt richardgrenell joebiden left stage walked people without mask acosta kaitlancollins ,0.0,Neutral
499,greenberg_david,@KathrynCarnell1 @farinas_marta @real_defender @realDonaldTrump @JudgeJeanine @tedcruz @JoeBiden @KamalaHarris Shut… https://t.co/YNNql83WhW,kathryncarnell farinasmarta realdefender realdonaldtrump judgejeanine tedcruz joebiden kamalaharris shut httpstcoynnqlwhw,0.0,Neutral
500,rah71809218,"RT @PeteButtigieg: We know what we are up against, but I'm also feeling as energized as ever that we also get to vote *for* @JoeBiden and @…",rt petebuttigieg know im also feeling energized ever also get vote joebiden ,0.0,Neutral
501,captdougmonroe,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
502,sh12298,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
503,njgs4413,RT @charliekirk11: How many people does ANTIFA have to murder in cold blood before Democrats even acknowledge they exist &amp; they’re a proble…,rt charliekirk many people antifa murder cold blood democrat even acknowledge exist amp proble ,-0.04999999999999999,negative
504,mukai_lorin,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
505,CelloArtist,"@TgrLilli @JoeBiden @lotsofuss All about $$$,  power and control! He is a dangerous bully and would sacrifice anyone to get what he wants.",tgrlilli joebiden lotsofuss power control dangerous bully would sacrifice anyone get want,-0.6,negative
506,GeorgeLoghry,@KamalaHarris @JoeBiden No bad girl.,kamalaharris joebiden bad girl,-0.6999999999999998,negative
507,daxx04,"RT @PierreAtlas: @WalshFreedom @realDonaldTrump @JoeBiden I was once a Republican. I am so tired of Trump’s insanity, incompetence, and mal…",rt pierreatlas walshfreedom realdonaldtrump joebiden republican tired trump insanity incompetence mal ,-0.4,negative
508,Mekilla,@NickPonticello @JoeBiden I'm from IL and I already voted for Joe Biden and every other democrat on the ballot.,nickponticello joebiden im il already voted joe biden every democrat ballot,0.0,Neutral
509,SandraSch7,"RT @moondog320114: I am proud to have casted my vote for @JoeBiden today.  I voted with the 214,000 who couldn’t.  @realDonaldTrump failed…",rt moondog proud casted vote joebiden today voted realdonaldtrump failed ,0.15000000000000002,positive
510,Alessan34132409,RT @BrianKarem: Good morning. In the news: the Taliban endorses @realDonaldTrump while Scientific American endorses @JoeBiden ... wait. Wha…,rt briankarem good morning news taliban endorses realdonaldtrump scientific american endorses joebiden wait wha ,0.35,positive
511,snowpayer,"RT @BernardKerik: I’m listening to @JoeBiden ramble about the slowed economic recovery, but he fails to tell the American people that it’s…",rt bernardkerik listening joebiden ramble slowed economic recovery fails tell american people ,-0.09999999999999999,negative
512,CarlyleBlkwl18,"RT @julianzelizer: Just to be clear, conservatives are complaining that @JoeBiden won’t take a position on changing the size of SCOTUS—whic…",rt julianzelizer clear conservative complaining joebiden take position changing size scotus whic ,0.10000000000000002,positive
513,CajunRouxx,@AndrewFeinberg @Patta47cake @EricTrump @JoeBiden Wow these Trumps really are garbage.,andrewfeinberg pattacake erictrump joebiden wow trump really garbage,0.15000000000000002,positive
514,PlowOn,RT @BrianKarem: Good morning. In the news: the Taliban endorses @realDonaldTrump while Scientific American endorses @JoeBiden ... wait. Wha…,rt briankarem good morning news taliban endorses realdonaldtrump scientific american endorses joebiden wait wha ,0.35,positive
515,Buster_Junk,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
516,KayFaccioloI,RT @fred_guttenberg: This headline says it all.  Trump voters only believe his lies and put others at risk.  All other voters believe facts…,rt fredguttenberg headline say trump voter believe lie put others risk voter believe fact ,0.0,Neutral
517,Kuj01978,"@Lee12644542 @earl_sessions @yrxsem @Plazzmatic @JoeBiden Whatever you say, Q.",lee earlsessions yrxsem plazzmatic joebiden whatever say q,0.0,Neutral
518,Landorcan,@TheMOWUSA @JeriLRyan @staceyabrams @CoryBooker @AndrewYang @PeteButtigieg @JoeBiden @KamalaHarris Please tell me a… https://t.co/Xu0FnYecRJ,themowusa jerilryan staceyabrams corybooker andrewyang petebuttigieg joebiden kamalaharris please tell httpstcoxufnyecrj,0.0,Neutral
519,DniceDnasty,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
520,movercash2,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
521,Olspudsey,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
522,JW4Hillary,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
523,Death2Tyrants84,@BearerPaulette @WalshFreedom @realDonaldTrump @JoeBiden You can’t say he destroyed the economy cause he didn’t shu… https://t.co/BFPukBicon,bearerpaulette walshfreedom realdonaldtrump joebiden say destroyed economy cause shu httpstcobfpukbicon,0.0,Neutral
524,ladymusiclawyer,@charliekirk11 @JoeBiden You should delete this lie.,charliekirk joebiden delete lie,0.0,Neutral
525,ParrettaSarah,"I’m so sick of Covid-19 and no one doing anything about it anymore. @realDonaldTrump acts like it’s not a big deal,… https://t.co/0hWXZad5SJ",sick covid one anything anymore realdonaldtrump act like big deal httpstcohwxzadsj,-0.35714285714285715,negative
526,scratch2222,RT @joncoopertweets: Thursday: More than 200 retired U.S. generals and admirals endorse @JoeBiden for president  Saturday: The Taliban endo…,rt joncoopertweets thursday retired u general admiral endorse joebiden president saturday taliban endo ,0.05000000000000002,positive
527,kirkkadish,RT @charliekirk11: How many people does ANTIFA have to murder in cold blood before Democrats even acknowledge they exist &amp; they’re a proble…,rt charliekirk many people antifa murder cold blood democrat even acknowledge exist amp proble ,-0.04999999999999999,negative
528,bbyfacedork,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
529,2020_away,"@RichardGrenell @JoeBiden @Acosta @kaitlancollins Even if he forgot it, if they were truly soooooo important, one o… https://t.co/4ON70IGkqS",richardgrenell joebiden acosta kaitlancollins even forgot truly soooooo important one httpstcoonigkqs,0.4,positive
530,RevDrTraci,@JoeBiden Because @realDonaldTrump is a liar! Liars lie!!!,joebiden realdonaldtrump liar liar lie,0.0,Neutral
531,RngerAtYoSemite,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
532,CCRXXVII,"RT @Booker4KY: We will vote. We will organize. We will lead. We will transform our future.  Let’s vote, and let’s keep building. https://t.…",rt bookerky vote organize lead transform future let vote let keep building httpst ,0.0,Neutral
533,AmesRac,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
534,missvalarie2,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
535,helen_petracchi,"RT @PeteButtigieg: We know what we are up against, but I'm also feeling as energized as ever that we also get to vote *for* @JoeBiden and @…",rt petebuttigieg know im also feeling energized ever also get vote joebiden ,0.0,Neutral
536,HitchNNorth,"RT @julianzelizer: Just to be clear, conservatives are complaining that @JoeBiden won’t take a position on changing the size of SCOTUS—whic…",rt julianzelizer clear conservative complaining joebiden take position changing size scotus whic ,0.10000000000000002,positive
537,Servando_Ortoll,"RT @donwinslow: For everyone who suggested and applauded @JoeBiden taking down the negative ads against Trump, PLEASE let the adults handle…",rt donwinslow everyone suggested applauded joebiden taking negative ad trump please let adult handle ,-0.09999999999999999,negative
538,Charlie26515432,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
539,KayStar34,"RT @JoeBiden: Let’s go vote, America.  https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",rt joebiden let go vote america httpstcoeoxtdqb httpstconsopxher,0.0,Neutral
540,Robertphotos2,"RT @JoeBiden: We're eight months into this crisis, and this president still has no plan to rebuild our economy.  I do. I'll get America bac…",rt joebiden eight month crisis president still plan rebuild economy ill get america bac ,-0.5,negative
541,TomSnrub,"@paularigling @KamalaHarris @JoeBiden Gender is a social construct, get with it person apparently from 2017",paularigling kamalaharris joebiden gender social construct get person apparently ,0.04166666666666667,positive
542,Illinoislady23,RT @emzisgolden: My mom just voted for the first time in her life and for @JoeBiden &amp; @KamalaHarris 🖤 https://t.co/Fwq1ogVuLS,rt emzisgolden mom voted first time life joebiden amp kamalaharris httpstcofwqogvuls,0.25,positive
543,sussexdon,"@tomhfh @PhilipGMerry Doubt very much whether @JoeBiden knows he is in favour of fracking, guns, Nato, free trade o… https://t.co/4u3SHEHMMJ",tomhfh philipgmerry doubt much whether joebiden know favour fracking gun nato free trade httpstcoushehmmj,0.30000000000000004,positive
544,KevinOl00907627,"@HelenKennedy @TheRickWilson Vote for @JoeBiden ! Let’s start to rebuild America into a better, kinder and more sane place.",helenkennedy therickwilson vote joebiden let start rebuild america better kinder sane place,0.5,positive
545,JoseRescues,"RT @ErinnFHarley: “Mom, let’s play Vice President!” Grateful that my 11yr old sees herself represented on the political stage. @KamalaHarri…",rt erinnfharley mom let play vice president grateful yr old see represented political stage kamalaharri ,0.05,positive
546,RalphStokesJr1,@JoeBiden So sad,joebiden sad,-0.5,negative
547,DOICES1,"RT @ToddHagopian: I think @Jorgensen4POTUS should agree to whatever format @JoeBiden wants, and offer to debate him on the issues.    Let’s…",rt toddhagopian think jorgensenpotus agree whatever format joebiden want offer debate issue let ,0.0,Neutral
548,EliasHaddad312,"“The beating heart of Rome is not the marble of the senate, it's the sand of the coliseum.”  The people want a live… https://t.co/5xvMArSir0", beating heart rome marble senate sand coliseum people want live httpstcoxvmarsir,0.13636363636363635,positive
549,collin_gehl,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
550,AFV6192,@KamalaHarris @JoeBiden you didn’t get lectured. You got roasted/schooled. Your snarky little catch phrase like “I’… https://t.co/UThwzX7JbN,kamalaharris joebiden get lectured got roastedschooled snarky little catch phrase like httpstcouthwzxjbn,-0.1875,negative
551,ralphw989,@JoeBiden how you going to call someone a liar when you lie just as much if not more you are a sorry ass clown that… https://t.co/09XJzJLEwp,joebiden going call someone liar lie much sorry as clown httpstcoxjzjlewp,-0.5,negative
552,chatur59,"RT @shubh19822: Back in 1992, Joe Biden made sure that India does not get access to cryogenic tech   #JoeBiden termed an Indo-Russia agreem…",rt shubh back joe biden made sure india get access cryogenic tech joebiden termed indorussia agreem ,0.25,positive
553,beth_bethpope,RT @BrianKarem: Good morning. In the news: the Taliban endorses @realDonaldTrump while Scientific American endorses @JoeBiden ... wait. Wha…,rt briankarem good morning news taliban endorses realdonaldtrump scientific american endorses joebiden wait wha ,0.35,positive
554,cmcc1975,RT @mariashriver: This is good for my mental health knowing that this man @JoeBiden will soon be leading us all forward. He will turn down…,rt mariashriver good mental health knowing man joebiden soon leading u forward turn ,0.3,positive
555,karenpatton44,RT @RCamposDuffy: How utterly dishonest! .@JoeBiden tells Hispanic-Americans today that the reason 1 in 3 Latino-owned businesses have clos…,rt rcamposduffy utterly dishonest joebiden tell hispanicamericans today reason latinoowned business clos ,-0.3,negative
556,robin93649554,"RT @TheLeoTerrell: How dare you @ArthelNeville used the word ""pandering"" to describe @realDonaldTrump  COMMITMENT to people of color. Very…",rt theleoterrell dare arthelneville used word pandering describe realdonaldtrump commitment people color ,0.0,Neutral
557,ibhagwa_n,RT @SaffronJay: Pannauti Strikes Again @BDUTT 🥳 Now it is Imminent That @JoeBiden Is Bound To Loose #USPolls 2020  It is Established Fact &amp;…,rt saffronjay pannauti strike bdutt imminent joebiden bound loose uspolls established fact amp ,-0.07692307692307693,negative
558,dkapplesaplings,@JoeBiden I will vote Green Party.,joebiden vote green party,-0.2,negative
559,conscious_sis,@KamalaHarris @JoeBiden *Vice President Harris* Sounds perfect to me! 🗣🗣🗣 #VoteBidenHarris2020 #VoteBlueToEndThisNightmare,kamalaharris joebiden vice president harris sound perfect votebidenharris votebluetoendthisnightmare,0.7,positive
560,PurpleArmyUk,RT @BarackObama: #ImVotingFor the future of our democracy—for the young folks who will inherit whatever we leave them. They’ll take the bat…,rt barackobama imvotingfor future democracy young folk inherit whatever leave take bat ,0.05,positive
561,BorriPaul,"RT @JoeBiden: Let’s go vote, America.  https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",rt joebiden let go vote america httpstcoeoxtdqb httpstconsopxher,0.0,Neutral
562,halfstreet,@KamalaHarris @JoeBiden please bring this home for us! be our vp!,kamalaharris joebiden please bring home u vp,0.0,Neutral
563,NadiaAn55851040,"RT @pappou: Since the undeserving people don't need to know @JoeBiden 's position on things like packing the court, then maybe he does not…",rt pappou since undeserving people dont need know joebiden position thing like packing court maybe ,0.0,Neutral
564,Towner2,@ScaredAlpaca @square24_root @RockinBs2015 @JoeBiden Deal with it everyday and not affordable ever,scaredalpaca squareroot rockinbs joebiden deal everyday affordable ever,-0.2,negative
565,MGrimCO5,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
566,Jp6Arthur,RT @_Jacquelyn2020: My 1st year ever #Voting !!!!! Thrilled to do it for @JoeBiden who else is with me?!!!!!! 🙃🙂🥰🥰 #vote,rt jacquelyn st year ever voting thrilled joebiden else vote,0.6,positive
567,mollyinTexas,RT @abgutman: 🚨The Philadelphia Inquirer endorses @JoeBiden for president🚨  “America can overcome the damage Donald Trump has wrought in th…,rt abgutman philadelphia inquirer endorses joebiden president america overcome damage donald trump wrought th ,0.0,Neutral
568,ILKimbo,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
569,MarkDaVinciGrp,"@ChrisCoons Court packing is above 9 Justices, like @FDR tried in the 30’s. The @GOP has maintained precedent over… https://t.co/CBeQ8GqMvL",chriscoons court packing justice like fdr tried gop maintained precedent httpstcocbeqgqmvl,0.0,Neutral
570,JanetteD,RT @fred_guttenberg: This headline says it all.  Trump voters only believe his lies and put others at risk.  All other voters believe facts…,rt fredguttenberg headline say trump voter believe lie put others risk voter believe fact ,0.0,Neutral
571,IAMCOXINATOR,@KamalaHarris @JoeBiden Build Back Better is a cringe. slogan. You are a cringe human. Can’t wait to watch you and… https://t.co/IuJMjD1SkY,kamalaharris joebiden build back better cringe slogan cringe human wait watch httpstcoiujmjdsky,0.16666666666666666,positive
572,CaroltheCrone,Largest local newspaper for Chicago suburbs has endorsed @JoeBiden for president.  https://t.co/u6gPfmSrwP… https://t.co/JtTruXA2Um,largest local newspaper chicago suburb endorsed joebiden president httpstcougpfmsrwp httpstcojttruxaum,0.0,Neutral
573,Bugsma40,RT @KaivanShroff: Scientific American never backed a presidential candidate before 2020.   They endorsed @JoeBiden.   The Taliban have also…,rt kaivanshroff scientific american never backed presidential candidate endorsed joebiden taliban also ,0.0,Neutral
574,MariJoDeLeon,"RT @glennkirschner2: How powerful, how valuable is your single vote for @JoeBiden? You will be VOTING OUT: Trump, Pence, Barr, Pompeo, DeVo…",rt glennkirschner powerful valuable single vote joebiden voting trump penny barr pompeo devo ,0.11428571428571428,positive
575,Cajungirl147,RT @bruins77girl: @glennkirschner2 @JoeBiden Don’t forget down ballot!!!! We have to get the gerrymandering republicans out of state houses…,rt bruinsgirl glennkirschner joebiden forget ballot get gerrymandering republican state house ,0.0,Neutral
576,JAYSTONES1,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
577,B_rrraaad,@JoeBiden 47 years and now you have a plan to fix everything🤣🤣,joebiden year plan fix everything ,0.0,Neutral
578,esau72x,Perhaps the American people are ignorant about what it’s like to live in a dictatorship.  They seem to believe trum… https://t.co/88Mz2hQUZR,perhaps american people ignorant like live dictatorship seem believe trum httpstcomzhquzr,0.06818181818181818,positive
579,dian_simplethin,RT @AmberForIowa: Forget Disney World. The Polk County Auditors Office is the happiest place on earth right now! The positive energy and pu…,rt amberforiowa forget disney world polk county auditor office happiest place earth right positive energy pu ,0.2564935064935065,positive
580,_The1stNoelle,"RT @KatrinaPierson: I don’t know about you, but I’m looking forward to @brikeilarcnn’s segment on @JoeBiden ‘s record on race. Here are som…",rt katrinapierson know looking forward brikeilarcnn segment joebiden record race som ,0.0,Neutral
581,JMarkSchwartz,"RT @JoeBiden: Let’s go vote, America.  https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",rt joebiden let go vote america httpstcoeoxtdqb httpstconsopxher,0.0,Neutral
582,blanketyblank78,"@elainelancaster @ABC @abcnews @JoeBiden @realDonaldTrump Yes but idiots are always the loudest in the room, so no great surprise",elainelancaster abc abcnews joebiden realdonaldtrump yes idiot always loudest room great surprise,0.0,Neutral
583,joannichihara,"RT @KamalaHarris: Together, we will build our country back better than before.  It was an honor to make the case for @JoeBiden’s and my cam…",rt kamalaharris together build country back better honor make case joebiden cam ,0.25,positive
584,CamEleanorWV,@JoeBiden not giving a straight forward answer on packing the SC is putting his supporters in a tough spot. @KBeds… https://t.co/o5d5Ce2e3e,joebiden giving straight forward answer packing sc putting supporter tough spot kbeds httpstcoodceee,-0.09444444444444444,negative
585,88SEATTLE61,"RT @alfranken: Americans living abroad, this message is for you. Please register to vote! https://t.co/F3YyBmJ5An  #NovemberIsNow @DemsAbro…",rt alfranken american living abroad message please register vote httpstcofyybmjan novemberisnow demsabro ,0.0,Neutral
586,JeanMil45726010,RT @Wearadamnmask2: @NCGOP @JoeBiden Trump's healthcare plan is to do away with health care.,rt wearadamnmask ncgop joebiden trump healthcare plan away health care,0.0,Neutral
587,AlTritop17,"RT @JoeBiden: Let’s go vote, America.  https://t.co/eoxT07d7QB https://t.co/Nso0pXH7ER",rt joebiden let go vote america httpstcoeoxtdqb httpstconsopxher,0.0,Neutral
588,VickyPinkPhoto,"RT @JeffSyptak: Mayor @SylvesterTurner joined fellow African American Mayors @KeishaBottoms, @LondonBreed, @ViLyles, @LoriLightfoot, @Micha…",rt jeffsyptak mayor sylvesterturner joined fellow african american mayor keishabottoms londonbreed vilyles lorilightfoot micha ,0.0,Neutral
589,DebizzleSizzles,RT @charliekirk11: How many people does ANTIFA have to murder in cold blood before Democrats even acknowledge they exist &amp; they’re a proble…,rt charliekirk many people antifa murder cold blood democrat even acknowledge exist amp proble ,-0.04999999999999999,negative
590,Old3rd,"RT @dustejohnson: I voted for @JoeBiden. The Republican Party today is not the party of Lincoln, Teddy, Coolidge, or Eisenhower. That Grand…",rt dustejohnson voted joebiden republican party today party lincoln teddy coolidge eisenhower grand ,0.5,positive
591,NautyAssgirl,RT @joncoopertweets: Thursday: More than 200 retired U.S. generals and admirals endorse @JoeBiden for president  Saturday: The Taliban endo…,rt joncoopertweets thursday retired u general admiral endorse joebiden president saturday taliban endo ,0.05000000000000002,positive
592,RuralUSCatholic,@dustbunnee2 @JoeBiden And Here is  the executive order &gt;&gt;https://t.co/tJf6yd1QRN,dustbunnee joebiden executive order gtgthttpstcotjfydqrn,0.0,Neutral
