,user,text,cleaned_text,Sentiment_Polarity,Expression Label
294,TruePublica,Only #DonaldTrump could think of something as truly stupid as ripping off his shirt to reveal a Superman T shirt as… https://t.co/8F2jbCEz4h,donaldtrump could think something truly stupid ripping shirt reveal superman shirt httpstcofjbcezh,-0.7999999999999999,negative
295,UncleOdit,RT @MaxNewsToday1: MaxNewsToday has endorsed #JoeBiden for President. The Taliban has endorsed #DonaldTrump.  https://t.co/JtpNHxBGfa,rt maxnewstoday maxnewstoday endorsed joebiden president taliban endorsed donaldtrump httpstcojtpnhxbgfa,0.0,Neutral
296,PaligaNan,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
297,Jmalco,RT @MaxNewsToday1: MaxNewsToday has endorsed #JoeBiden for President. The Taliban has endorsed #DonaldTrump.  https://t.co/JtpNHxBGfa,rt maxnewstoday maxnewstoday endorsed joebiden president taliban endorsed donaldtrump httpstcojtpnhxbgfa,0.0,Neutral
298,Timberdoodle20,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
299,PaligaNan,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
300,CarverRobertD,RT @DavidEBrooks3: #TheResistance #FBR @SnarkyL PlzReTweet Skit       'BIDEN KING OF THE GAFFS' #Trump2020 #DonaldTrump https://t.co/oZ3Flb…,rt davidebrooks theresistance fbr snarkyl plzretweet skit biden king gaff trump donaldtrump httpstcoozflb ,0.0,Neutral
301,melwest14,RT @derekjames150: #DonaldTrump has now been given the all clear by his doctor who no longer considers him contagious. This must be the sho…,rt derekjames donaldtrump given clear doctor longer considers contagious must sho ,0.10000000000000002,positive
302,IsraelMatzav,RT @Commentary: Joe Biden does seem to have learned from past mistakes. In the case of these two pariah regimes--Russia and Cuba--those mis…,rt commentary joe biden seem learned past mistake case two pariah regimesrussia cubathose mi ,-0.25,negative
303,lrey1,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
304,queen_myth,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
305,ThomasD95579623,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
306,cottar64,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
307,ErleNielsen4,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
308,MSUSpartanFan78,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
309,cottar64,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
310,ZIMMAX10,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
311,ians_india,"#US President #DonaldTrump's re-election campaign has released a new ad which features #AnthonyFauci, America's top… https://t.co/6ZHdWbkOAQ",u president donaldtrumps reelection campaign released new ad feature anthonyfauci america top httpstcozhdwbkoaq,0.3181818181818182,positive
312,chedd4Cy,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
313,Deutsch16437452,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
314,ssmith1949,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
315,shelandshaysmom,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
316,perrydesigns1,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
317,abhishek_1509,"RT @tmanipalj: On October 2, US President #DonaldTrump announced that the First Lady and he had tested positive for #COVID19. He was discha…",rt tmanipalj october u president donaldtrump announced first lady tested positive covid discha ,0.23863636363636365,positive
318,malenalonso,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
319,atifullahgfx,Get your TRUMP AGAIN 2020 Tee NOW!!! Link: https://t.co/msJubRab9v  #ILoveAmerica #OneNationUnderGod  #USA… https://t.co/IUvS0iWkqZ,get trump tee link httpstcomsjubrabv iloveamerica onenationundergod usa httpstcoiuvsiwkqz,0.0,Neutral
320,thewisdomcrown,RT @Paula_White: Join us Sunday Oct 11th 5p.m. ET at https://t.co/PbMg3kLmKb as we pray for our nation and our president @realDonaldTrump!…,rt paulawhite join u sunday oct th pm et httpstcopbmgklmkb pray nation president realdonaldtrump ,0.0,Neutral
321,Reality_Bytes15,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
322,AnaMariaBartle2,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
323,pgarwood,RT @TheReal_NRP: BREAKING 🚨 @realDonaldTrump is looking in the forests for the cure #coronavirus #DonaldTrump #impressions #comedy @nbcsnl…,rt therealnrp breaking realdonaldtrump looking forest cure coronavirus donaldtrump impression comedy nbcsnl ,0.0,Neutral
324,djohnson188dj,"RT @derekjames150: I would really, really, really, really, really, really like to see #DonaldTrump totally crushed in this November electio…",rt derekjames would really really really really really really like see donaldtrump totally crushed november electio ,0.05,positive
325,K1ttyCatMalicki,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
326,therealdld,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
327,dhfm_rishi,RT @TV9Telugu: US president @realDonaldTrump die-hard fan Bussa Krishna dies of heart attack-TV9  #DonaldTrump  #TV9Telugu https://t.co/Xay…,rt tvtelugu u president realdonaldtrump diehard fan bussa krishna dy heart attacktv donaldtrump tvtelugu httpstcoxay ,0.0,Neutral
328,azgma1955,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
329,YAHsJUDGEMENT,@TheRISEofROD @D_P_Patterson How generous of Rush #Limbaugh taking time out from his favorite activity down in the… https://t.co/1rfcSLgrYA,theriseofrod dppatterson generous rush limbaugh taking time favorite activity httpstcorfcslgrya,0.5,positive
330,silver1_maria,Watch “Download music and podcasts on Spotify” on #Vimeo https://t.co/KiNGWKVcef #DonaldTrump @realDonaldTrump don'… https://t.co/fyCffk2OFu,watch download music podcasts spotify vimeo httpstcokingwkvcef donaldtrump realdonaldtrump httpstcofycffkofu,0.0,Neutral
331,pgarwood,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
332,Said_WhatISaid,But @realDonaldTrump loves to say it’s everyone else but his fanatics cult m members.  #VoteVoteVote… https://t.co/bDD28Er1wC,realdonaldtrump love say everyone else fanatic cult member votevotevote httpstcobdderwc,0.1,positive
333,palaash4srk,"RT @TheQuint: #DonaldTrump's physician has announced that ""he is no longer considered a transmission risk to others"", and that his viral lo…",rt thequint donaldtrumps physician announced longer considered transmission risk others viral lo ,0.0,Neutral
334,bashashameer10,RT @TV9Telugu: US president @realDonaldTrump die-hard fan Bussa Krishna dies of heart attack-TV9  #DonaldTrump  #TV9Telugu https://t.co/Xay…,rt tvtelugu u president realdonaldtrump diehard fan bussa krishna dy heart attacktv donaldtrump tvtelugu httpstcoxay ,0.0,Neutral
335,JessicaStolte15,"RT @derekjames150: I would really, really, really, really, really, really like to see #DonaldTrump totally crushed in this November electio…",rt derekjames would really really really really really really like see donaldtrump totally crushed november electio ,0.05,positive
336,CoronaUpdateBot,"RT @TheQuint: #DonaldTrump's physician has announced that ""he is no longer considered a transmission risk to others"", and that his viral lo…",rt thequint donaldtrumps physician announced longer considered transmission risk others viral lo ,0.0,Neutral
337,TheQuint,"#DonaldTrump's physician has announced that ""he is no longer considered a transmission risk to others"", and that hi… https://t.co/7hPocYbcMC",donaldtrumps physician announced longer considered transmission risk others hi httpstcohpocybcmc,0.0,Neutral
338,dbkell,"RT @derekjames150: I would really, really, really, really, really, really like to see #DonaldTrump totally crushed in this November electio…",rt derekjames would really really really really really really like see donaldtrump totally crushed november electio ,0.05,positive
339,lklundin,"@ThePubliusUSA Also, #DonaldTrump's handler Vladimir Putin has ample experience with manipulating election results.",thepubliususa also donaldtrumps handler vladimir putin ample experience manipulating election result,0.0,Neutral
340,laurie_cole1,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
341,KevinWheldall,RT @derekjames150: #DonaldTrump has now been given the all clear by his doctor who no longer considers him contagious. This must be the sho…,rt derekjames donaldtrump given clear doctor longer considers contagious must sho ,0.10000000000000002,positive
342,PamAnde29517684,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
343,TV9Telugu,US president @realDonaldTrump die-hard fan Bussa Krishna dies of heart attack-TV9  #DonaldTrump  #TV9Telugu https://t.co/XayowrlpY6,u president realdonaldtrump diehard fan bussa krishna dy heart attacktv donaldtrump tvtelugu httpstcoxayowrlpy,0.0,Neutral
344,pasob_portal,Dump Trump 2020 - white font #Mask by @pASob_dESIGN @Redbubble  https://t.co/OmATWl41EJ  #donaldtrump #election… https://t.co/LaULRCQf3w,dump trump white font mask pasobdesign redbubble httpstcoomatwlej donaldtrump election httpstcolaulrcqfw,0.0,Neutral
345,KarenDiehl5,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
346,madidi,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
347,LovelydayTech,RT @_Varun_18_: Donald Trump removes his mask before speech in white house..!!  #sundayvibes  #SundayMotivation  #DonaldTrump  #WhiteHouse…,rt varun donald trump remove mask speech white house sundayvibes sundaymotivation donaldtrump whitehouse ,0.0,Neutral
348,lola728,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
349,vertigodss,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
350,bgspence,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
351,ParkyRanger,RT @hughriminton: How #DonaldTrump used his business properties to grant access and government funds to donors - as reported by  @NYTimes h…,rt hughriminton donaldtrump used business property grant access government fund donor reported nytimes h ,0.0,Neutral
352,sunilvishwanath,RT @TheHinduScience: The experimental antibody cocktail which U.S. President #DonaldTrump received when he tested positive for #COVID19 off…,rt thehinduscience experimental antibody cocktail u president donaldtrump received tested positive covid ,0.16363636363636364,positive
353,SWEETPOTAT0314,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
354,hoopswon,"RT @derekjames150: I would really, really, really, really, really, really like to see #DonaldTrump totally crushed in this November electio…",rt derekjames would really really really really really really like see donaldtrump totally crushed november electio ,0.05,positive
355,Bronco823,"RT @nicole87741079: Enjoy 😚  There she was just walkin' down the street Singin',”Do wah diddy, diddy, dum diddy do""  Karma looked good (Loo…",rt nicole enjoy walkin street singin wah diddy diddy dum diddy karma looked good loo ,0.55,positive
356,benjie1pvs,See this Instagram video by @donaldtrump_2020 https://t.co/YTKY7XQJDy,see instagram video donaldtrump httpstcoytkyxqjdy,0.0,Neutral
357,BaronessGabi,"@realDonaldTrump is HARDLY #incompetent. He, &amp; HE ALONE, did what NO #STATESMAN around the world could do: begin th… https://t.co/lmck4D3fZb",realdonaldtrump hardly incompetent amp alone statesman around world could begin th httpstcolmckdfzb,-0.35,negative
358,Koolcarni,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
359,LaneZane1,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
360,BFF808,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
361,Sika_dm,"Leaders have a responsibility to model safe behaviour, particularly behaviour that saves lives.  #DonaldTrump is a… https://t.co/sThkQKqg3t",leader responsibility model safe behaviour particularly behaviour save life donaldtrump httpstcosthkqkqgt,0.3333333333333333,positive
362,cmfranchie,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
363,Jsmitt81821059,"RT @Orly_licious: #NorthKorea Another dangerous, reckless failure by #DonaldTrump, #MikePompeo &amp; the #TrumpAdministration. World safety is…",rt orlylicious northkorea another dangerous reckless failure donaldtrump mikepompeo amp trumpadministration world safety ,-0.45833333333333337,negative
364,Carmelagrandje2,"RT @EJinAction: It’s time for #DonaldTrump to give back, he has taken enough from the American people and we can start with 👉🏾 #frontlinewo…",rt ejinaction time donaldtrump give back taken enough american people start frontlinewo ,0.0,Neutral
365,_Varun_18_,Donald Trump removes his mask before speech in white house..!!  #sundayvibes  #SundayMotivation  #DonaldTrump… https://t.co/zwBGDBcRzq,donald trump remove mask speech white house sundayvibes sundaymotivation donaldtrump httpstcozwbgdbcrzq,0.0,Neutral
366,latestly,"Bussa Krishna, Worshiper of Donald Trump, Dies of Cardiac Arrest in Medak #BussaKrishna @realDonaldTrump… https://t.co/PCa0vts0Ld",bussa krishna worshiper donald trump dy cardiac arrest medak bussakrishna realdonaldtrump httpstcopcavtsld,-0.05,negative
367,lude552,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
368,ZonkerPA,"""This pathetic small man. I can see the sad boy, abused by his father. No one came to help. And I see the adult, in… https://t.co/onkDx6okiR",pathetic small man see sad boy abused father one came help see adult httpstcoonkdxokir,-0.4125,negative
369,AndersonCheri,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
370,TamaraCostas3,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
371,ActivistBowen2,"#10 (DOWNING STREET) WRITING OFF DRUMPF re-election chances. YES!!! (October 11, 2020; 19:15 HKT) #DONALDTRUMP #DRUMPF #TRUMP #FAIL", downing street writing drumpf reelection chance yes october hkt donaldtrump drumpf trump fail,-0.5,negative
372,Kevin43831152,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
373,MereliseO,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
374,jamesrountree,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
375,RissmillerKevin,"I have 261 followers and I'm asking my fellow Patriots to help me get to 1,000 followers please  RT / FOLLOW… https://t.co/Qs68WH84Rf",follower im asking fellow patriot help get follower please rt follow httpstcoqswhrf,0.0,Neutral
376,trynazen,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
377,TheFortuneTell5,"Many #movies, featuring super heroes, have been postponed due to the #coronavirus #pandemic: #JamesBond ,… https://t.co/QuXyExq74i",many movie featuring super hero postponed due coronavirus pandemic jamesbond httpstcoquxyexqi,0.23611111111111108,positive
378,MaryWills612,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
379,momomerc,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
380,VernQueenOfTypo,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
381,fpaezuk,RT @Whippenz: ⚕️ ⚠️ ⚕️#WorldMentalHealthDay   ❝The Dangerous Case Of #DonaldTrump❞     ➖27 #Psychiatrists With A ❝Duty To Warn❞  Psychologi…,rt whippenz worldmentalhealthday dangerous case donaldtrump psychiatrist duty warn psychologi ,-0.6,negative
382,Mango_News,"A total of 7,945,505 Covid-19 Positive cases have been reported to date in the United States and the death toll rea… https://t.co/weHHgLvyQy",total covid positive case reported date united state death toll rea httpstcowehhglvyqy,0.11363636363636363,positive
383,Shantanu7436776,"RT @keshava_murthy: @ANI Dear @realDonaldTrump, please spare some time for condolences message to your fan from India. #DonaldTrump",rt keshavamurthy ani dear realdonaldtrump please spare time condolence message fan india donaldtrump,0.0,Neutral
384,MARYHam77598720,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
385,MsRonnieDorsey,"RT @derekjames150: I would really, really, really, really, really, really like to see #DonaldTrump totally crushed in this November electio…",rt derekjames would really really really really really really like see donaldtrump totally crushed november electio ,0.05,positive
386,EvaS198,"RT @derekjames150: I would really, really, really, really, really, really like to see #DonaldTrump totally crushed in this November electio…",rt derekjames would really really really really really really like see donaldtrump totally crushed november electio ,0.05,positive
387,JuanyKeville,"US - #SexPistols frontman #JohnLydon, aka “#JohnnyRotten,” has confirmed that he is “definitely” #voting for… https://t.co/YnpugFg4DX",u sexpistols frontman johnlydon aka johnnyrotten confirmed definitely voting httpstcoynpugfgdx,0.2,positive
388,zippy90585963,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
389,mxd795,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
390,mavico11,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
391,Floridasue20,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
392,LauraLs40246,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH,rt therealnrp realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcojbzoxyh,0.0,Neutral
393,bywirenews,"Boasting about his achievements and hurling unsubstantiated allegations against his opponents, #DonaldTrump appeare… https://t.co/3MY9FGElhM",boasting achievement hurling unsubstantiated allegation opponent donaldtrump appeare httpstcomyfgelhm,0.0,Neutral
394,Sika_dm,"Over 210,000 dead Americans and #DonaldTrump still has the nerve to imply that people who succumbed to #Covid19 sim… https://t.co/Ap63fC372X",dead american donaldtrump still nerve imply people succumbed covid sim httpstcoapfcx,-0.1,negative
395,thekazs,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
396,Aravind8,"How #JoeBiden  sabotaged Indias cryogenic engine deal with Russia and the stupid woke Indians, desi americans want… https://t.co/EtbB9xJdm7",joebiden sabotaged india cryogenic engine deal russia stupid woke indian desi american want httpstcoetbbxjdm,-0.39999999999999997,negative
397,getgoing100,RT @SharonCarbine: I hope #DonaldTrump has a relapse. We need #Trump out of our lives &amp; country!  #Trump should self-deport. Let Trump bore…,rt sharoncarbine hope donaldtrump relapse need trump life amp country trump selfdeport let trump bore ,0.0,Neutral
398,Rahultiwarietv,Telangana (INDIA): #Bussa_Krishna treats @realDonaldTrump  as his God and offers prayers every day. installed a 6-f… https://t.co/eyyxbz9fFz,telangana india bussakrishna treat realdonaldtrump god offer prayer every day installed f httpstcoeyyxbzffz,0.0,Neutral
399,swisspc,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r,rt tribelaw realdonaldtrump preschool lego comedy impression lego donaldtrump nbcsnl httpstcotalcwfr,0.0,Neutral
400,9jawiki,RT @NewIndianXpress: US President #DonaldTrump returned to campaigning saying he was “feeling great” and the#COVID19 pandemic was “disappea…,rt newindianxpress u president donaldtrump returned campaigning saying feeling great thecovid pandemic disappea ,0.8,positive
